label,region,hemi,view,x,y,.group,subgroup,.feature_id,value,fill_hex
lh_bankssts,banks of superior temporal sulcus,left,lateral,439.116249,216.810306,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,435.66486,214.474158,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,433.407425,210.964872,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,430.49033,208.452676,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,426.913575,206.937571,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,420.771676,199.940646,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,412.064632,187.461901,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,405.720992,180.718487,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,401.740755,179.710404,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,396.188335,175.387236,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,389.063732,167.748984,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,385.462206,162.445385,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,385.383757,159.476439,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,383.809201,156.599616,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,380.738536,153.814914,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,379.550789,148.751792,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,380.24596,141.410252,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,379.146095,136.626566,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,376.251194,134.400734,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,374.598734,132.625956,1,1,1,0.165896132693,#D6B9BF
lh_bankssts,banks of superior temporal sulcus,left,lateral,374.188716,131.302231,1,1,1,0.165896132693,#D6B9BF
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,167.329482,249.195169,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,173.461978,246.590543,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,180.619983,247.33342,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,188.803497,251.4238,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,193.288764,255.328214,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,194.075783,259.046664,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,196.186037,261.917017,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,199.619528,263.939275,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,202.53718,269.974368,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,204.938996,280.022296,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,207.991445,286.105611,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,211.694526,288.224312,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,215.232404,293.887246,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,218.605077,303.094414,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,224.074284,314.560108,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,231.640023,328.284326,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,234.661299,336.530067,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,233.138111,339.297331,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,237.103796,346.235519,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,246.558356,357.344632,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,250.786207,363.768544,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,249.787348,365.507255,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,250.068293,367.312917,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,251.62904,369.185529,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,252.264273,370.544013,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,251.973992,371.388369,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,249.284982,373.219323,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,244.197243,376.036875,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,240.709996,377.505899,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,238.823241,377.626395,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,233.785289,376.318095,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,225.59614,373.581,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,219.959829,372.549285,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,216.876356,373.222952,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,205.054095,369.797924,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,184.493047,362.274201,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,172.645142,357.71679,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,169.51038,356.125691,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,166.538303,354.026306,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,163.728908,351.418635,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,157.476691,347.917291,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,147.781651,343.522271,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,141.691921,339.876828,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,139.207501,336.98096,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,135.339766,333.890592,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,130.088715,330.605725,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,125.410019,326.11485,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,121.303679,320.417965,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,119.060036,316.976174,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,118.679089,315.789477,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,121.262199,314.978288,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,126.809367,314.542608,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,128.961522,313.243514,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,127.718663,311.081005,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,128.208473,309.565986,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,130.430952,308.698455,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,130.966113,307.031077,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,129.813955,304.563853,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,132.066148,302.778632,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,137.722693,301.675414,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,139.473814,298.152886,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,137.319514,292.211049,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,139.2871,288.246096,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,145.376572,286.258026,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,147.848505,282.17601,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,146.702897,276.000046,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,147.468096,271.987298,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,150.144102,270.137765,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,151.422654,267.529844,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,151.303753,264.163534,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,154.493025,261.238525,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,160.990471,258.754816,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,164.245204,255.759091,1,1,3,0.479425538604,#C97585
lh_caudalmiddlefrontal,caudal middle frontal,left,lateral,164.257224,252.251352,1,1,3,0.479425538604,#C97585
lh_fusiform,fusiform,left,lateral,550.575953,96.35871,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,545.260947,96.1377,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,541.157546,96.692711,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,538.265752,98.023741,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,530.202974,97.889705,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,516.969213,96.290603,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,502.689734,91.189042,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,487.364536,82.585023,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,472.198828,74.852394,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,457.19261,67.991155,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,449.617043,64.01988,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,449.472126,62.938567,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,474.528013,68.58335,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,524.784702,80.954229,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,552.280037,88.384849,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,557.014017,90.875211,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,557.844119,93.207597,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,554.770344,95.382009,1,1,8,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,447.918783,61.391548,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,447.108664,61.489042,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,446.626051,61.489042,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,446.470945,61.391548,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,446.876004,61.342801,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,447.84123,61.342801,2,1,9,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,444.918783,60.391548,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,444.108664,60.489042,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,443.626051,60.489042,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,443.470945,60.391548,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,443.876004,60.342801,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,444.84123,60.342801,3,1,10,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,442.196067,59.35447,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,441.652645,59.471221,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,441.346319,59.474397,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,441.277088,59.364,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,441.548799,59.305625,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,442.161451,59.299272,4,1,11,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,439.196067,58.35447,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,438.652645,58.471221,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,438.346319,58.474397,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,438.277088,58.364,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,438.548799,58.305625,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,439.161451,58.299272,5,1,12,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.502547,57.383222,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.214688,57.337542,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.154143,57.254157,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.320912,57.133068,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.464842,57.155908,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,436.585931,57.322677,6,1,13,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.502547,56.383222,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.214688,56.337542,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.154143,56.254157,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.320912,56.133068,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.464842,56.155908,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,433.585931,56.322677,7,1,14,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.520319,54.524716,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.324171,54.588344,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.194283,54.522084,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.130656,54.325936,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.228729,54.294122,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,428.488505,54.426642,8,1,15,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.520319,53.524716,9,1,16,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.324171,53.588344,9,1,16,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.194283,53.522084,9,1,16,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.130656,53.325936,9,1,16,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.228729,53.294122,9,1,16,0.971937901363,#B50A2B
lh_fusiform,fusiform,left,lateral,425.488505,53.426642,9,1,16,0.971937901363,#B50A2B
lh_inferiorparietal,inferior parietal,left,lateral,516.431635,168.770385,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,522.899389,169.729819,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,527.193212,171.784915,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,529.313105,174.935673,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,534.100145,176.704096,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,541.554332,177.090183,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,546.189906,179.117404,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,548.006866,182.785759,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,557.748894,184.030027,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,575.415991,182.850208,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,584.728801,183.742227,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,585.687324,186.706084,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,587.358871,188.181158,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,589.743442,188.167447,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,591.324673,188.670391,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,592.102562,189.689989,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,592.440536,194.758095,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,592.338594,203.874711,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,594.363167,208.443986,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,598.514254,208.46592,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,598.249928,213.880565,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,593.570187,224.687921,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,591.793915,230.477889,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,592.921113,231.25047,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,592.613651,233.023993,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,590.871528,235.798456,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,583.650313,244.057362,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,570.950005,257.80071,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,562.189867,268.062137,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,557.369899,274.841643,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,547.220236,285.958571,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,531.740876,301.412921,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,522.532879,308.936068,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,519.596244,308.528014,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,511.18661,312.126878,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,497.303976,319.732662,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,488.928336,323.427792,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,486.05969,323.212269,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,482.051703,324.01543,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,476.904375,325.837275,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,473.080389,326.368215,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,470.579744,325.60825,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.572209,325.538323,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,464.057783,326.158435,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,460.559554,324.959837,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,457.077523,321.94253,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,456.089887,319.923963,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,457.596647,318.904135,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,458.250174,318.039952,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,458.050467,317.331413,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,455.029829,316.561574,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,449.188258,315.730435,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,451.175157,312.294083,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,460.990528,306.252518,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,466.801127,302.042993,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,468.606955,299.665506,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,468.923562,297.360459,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.750949,295.127851,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.490279,292.864225,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,468.141554,290.569582,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.371864,288.733346,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,465.18121,287.355517,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,464.326183,280.81195,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,464.806783,269.102644,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,465.894454,262.072306,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.589195,259.720936,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,468.503564,257.662347,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,468.63756,255.896541,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,467.247245,249.510022,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,464.332617,238.502791,1,1,18,0.997494986604,#B40526
lh_inferiorparietal,inferior parietal,left,lateral,460.055312,231.504984,1,1,18,0.997494986604,#B40526
